# Impact Craters on Rhea
# Longitude(W) Latitude(N) Diameter(km) Name
255.25	-15.47	51.39	
254.62	0.97	51.26	
347.04	-53.80	51.20	Shedi
343.75	14.29	51.07	
206.99	44.61	50.96	Khutsau
0.50	-54.47	50.84	
119.97	54.54	50.50	
300.71	-10.74	50.50	
79.27	0.64	50.32	
129.63	-43.09	50.23	
340.17	-52.64	49.97	
112.23	-11.89	49.55	Inktomi
150.64	-35.38	49.20	Awonawilona
92.89	23.42	48.96	Num
352.93	45.07	48.90	Pedn
72.59	-11.94	48.89	
90.07	1.17	48.78	
140.48	-32.42	48.76	
72.97	27.73	48.70	
261.97	1.14	48.69	
103.09	-38.28	48.65	
55.98	19.68	48.64	
163.44	-0.61	48.61	
112.80	-44.92	48.49	
213.96	-63.35	48.43	Anansi
178.79	-14.89	48.04	
302.45	-76.62	47.83	Ambat
300.21	-6.10	47.74	
217.70	-41.61	47.38	
170.92	-60.74	47.08	
226.39	-12.37	46.92	
208.67	-59.58	46.92	
142.92	18.93	46.85	
126.54	-40.43	46.62	
78.76	36.42	46.62	
130.02	-25.50	46.56	
345.97	39.19	46.51	
71.68	-45.67	46.44	
295.03	14.19	46.41	Woyengi
335.87	8.97	46.34	
342.24	-16.41	46.22	Talapas
26.81	-46.83	46.20	
355.86	-42.43	45.80	
23.09	-16.38	45.79	Arunaka
236.52	-27.93	45.72	
112.13	-26.41	45.66	
304.23	-10.13	45.65	
128.77	-34.93	45.64	
118.91	40.10	45.51	Adjua
4.52	24.86	45.47	Wuraka
234.09	-39.02	45.27	
204.00	12.82	45.23	
154.08	-12.89	45.23	
63.67	-77.50	45.20	
50.81	-38.27	44.95	
171.66	-36.07	44.94	
345.23	1.08	44.92	
217.37	-33.88	44.88	Imberombera
320.30	-1.64	44.88	
294.43	-66.15	44.76	
260.24	-51.00	44.68	
116.54	26.51	44.65	
85.93	19.52	44.64	
348.10	-10.22	44.61	
312.29	47.14	44.54	Mbir
327.55	-72.42	44.54	Pokoh
141.18	-16.79	44.39	
39.34	32.12	44.34	
215.18	58.12	44.30	
345.17	-3.04	44.25	
220.82	-14.65	44.22	Karusakaibo
120.08	-14.40	44.18	
266.11	46.09	44.06	
349.44	-85.38	44.04	
17.19	40.60	43.97	Lowa
218.04	-61.84	43.92	
147.33	-1.86	43.91	
159.88	-41.22	43.85	
48.49	22.65	43.82	
222.48	-33.94	43.78	
303.51	-6.23	43.66	
151.21	-65.52	43.65	
314.21	-31.05	43.64	
99.82	-21.78	43.60	
116.89	-8.19	43.59	
114.48	2.16	43.48	
79.74	19.48	43.38	
338.65	23.85	43.24	
351.71	-38.11	43.16	
83.85	-22.27	43.16	Pachacamac
245.93	65.83	43.14	
47.27	-53.91	43.07	
208.84	-22.91	42.84	
69.41	11.90	42.73	
131.22	1.53	42.55	
178.87	1.25	42.54	
177.71	-41.78	42.54	
5.07	-14.51	42.48	
322.67	20.99	42.40	
326.09	-18.81	42.28	
95.58	-14.22	42.23	
136.24	-15.62	42.17	
261.76	59.41	42.02	
309.75	7.67	42.00	
219.71	-48.68	41.85	
104.92	29.23	41.69	
349.59	-17.74	41.66	Itciai
74.69	-28.36	41.62	
337.57	-8.43	41.56	
72.95	20.33	41.50	
334.38	-56.61	41.46	
22.87	52.58	41.40	Ameta
12.11	22.03	41.40	
330.58	-17.09	41.29	
157.68	-7.97	41.20	
331.58	-43.63	41.17	
354.53	20.48	41.13	
323.52	-5.37	41.03	
102.44	5.94	41.03	
72.94	6.84	41.01	
168.29	-50.54	40.98	
40.59	-70.91	40.97	
163.82	-52.68	40.93	
178.01	-21.02	40.89	
85.66	-67.00	40.82	
61.02	-18.74	40.76	
89.09	38.56	40.75	
335.19	-63.76	40.56	
173.09	29.53	40.53	
77.68	-32.49	40.40	
184.08	5.47	40.31	
59.19	23.13	40.08	
120.50	-9.45	40.03	
56.82	-23.57	40.00	
58.97	8.95	39.94	
40.97	22.91	39.88	
150.67	-5.47	39.87	
148.59	-24.32	39.78	
14.78	-21.86	39.76	
0.11	-3.83	39.59	
161.99	26.15	39.58	
343.59	-72.55	39.56	Torom
171.87	-69.67	39.50	
141.00	-23.84	39.48	
12.15	-75.27	39.45	Shuzanghu
51.09	8.76	39.45	
65.19	51.88	39.44	Jumo
0.69	-22.81	39.36	
332.81	3.87	39.32	
25.50	-30.37	39.30	
145.39	6.63	39.30	
11.76	-19.92	39.27	
224.79	-66.20	39.10	
335.98	-13.15	39.09	
161.65	-34.02	39.06	
9.01	29.92	38.97	Manoid
344.15	-13.40	38.96	
352.61	-51.65	38.94	
20.01	-22.50	38.89	
71.78	-15.83	38.87	
288.38	29.94	38.86	
182.91	-73.80	38.85	
326.52	-15.79	38.82	
344.92	-76.68	38.79	
48.97	-1.23	38.62	
141.22	-44.60	38.62	
177.56	-3.83	38.61	
93.23	7.47	38.59	
33.84	-37.78	38.58	
204.99	-46.60	38.56	Dotet
228.44	20.46	38.52	
31.75	-72.56	38.47	
117.60	-67.61	38.46	
207.50	62.19	38.21	
63.15	26.14	38.20	
234.27	66.65	38.20	
51.42	18.31	38.09	
246.10	-56.72	38.05	
95.05	31.03	37.86	
104.80	65.47	37.85	Pan Ku
228.95	-48.88	37.84	
86.04	-15.78	37.83	
327.33	11.88	37.73	
202.53	-49.30	37.71	
43.47	36.37	37.67	Tsuki-Yomi
353.79	8.15	37.64	
187.41	-6.87	37.63	
42.92	-10.42	37.59	
19.60	0.47	37.48	
90.82	-9.99	37.27	
254.03	72.82	37.26	
358.89	-75.28	37.22	
329.62	-45.45	37.16	
68.87	-10.48	37.15	
80.10	-54.43	37.15	
343.04	43.88	37.14	
38.99	-33.00	37.14	
65.70	21.10	37.13	Quwai
322.35	-10.35	37.13	
156.39	-39.90	37.06	
348.44	-45.65	36.94	
301.84	-24.85	36.91	
173.24	-17.80	36.86	
96.06	-26.08	36.81	
133.47	-30.04	36.74	
299.87	66.23	36.72	
158.30	-61.69	36.68	
111.35	-63.82	36.58	
63.88	5.59	36.49	
10.21	-39.67	36.45	
241.76	-4.47	36.41	
107.43	3.73	36.38	
283.21	-26.36	36.37	Amma
61.89	-29.54	36.35	
54.67	64.36	36.25	Malunga
307.31	-7.79	36.24	
43.31	46.02	36.24	
352.04	28.64	36.22	
353.36	43.87	36.21	
76.87	-64.79	36.17	
293.01	34.49	36.15	Puntan
226.69	-21.60	36.14	
82.99	-33.74	36.11	
53.03	-28.06	36.09	
196.16	-67.23	36.06	
98.69	5.27	36.03	
238.77	-20.31	36.00	
333.30	16.33	35.96	
20.92	-31.22	35.95	
237.54	59.42	35.92	
195.96	-0.89	35.91	
253.42	6.37	35.88	
26.66	-55.60	35.88	
20.21	55.24	35.81	Mubai
53.67	29.32	35.72	
24.14	-35.46	35.68	
82.73	-68.25	35.61	
195.99	-32.51	35.60	
152.96	56.20	35.57	
148.45	29.95	35.52	
65.92	-5.40	35.52	
72.64	-66.92	35.35	
28.48	60.44	35.34	
70.91	18.08	35.17	
221.74	-43.59	35.12	
322.76	38.50	35.06	Yehl
241.15	42.34	35.04	
78.83	-86.86	35.00	
37.86	78.74	34.97	
104.29	-55.01	34.92	
95.72	5.38	34.79	
355.33	-39.29	34.78	
113.24	0.84	34.78	
189.81	-28.87	34.76	
197.72	-22.54	34.74	
152.47	-15.67	34.64	
310.08	26.54	34.64	
134.02	43.64	34.64	
88.48	13.33	34.63	
333.61	10.49	34.63	
19.81	29.47	34.53	
76.70	6.51	34.50	
308.81	10.40	34.48	
75.07	8.17	34.42	
347.68	-10.95	34.41	
316.82	42.29	34.40	
343.15	37.24	34.35	
270.14	-52.29	34.35	
141.95	-6.38	34.34	
76.33	-26.36	34.31	
91.88	-27.50	34.29	
289.09	25.63	34.29	Kuksu
73.03	-22.30	34.26	
178.60	35.47	34.26	
214.04	14.35	34.25	
105.81	8.42	34.21	
21.74	33.25	34.20	
29.39	27.54	34.15	
243.89	-52.56	34.13	
16.45	62.26	34.10	
184.64	9.94	34.03	
175.92	-39.80	34.02	
99.41	-42.68	33.99	
70.51	-5.52	33.97	
55.20	-45.07	33.88	
70.94	38.90	33.87	
176.60	29.58	33.86	
354.91	-37.88	33.83	
297.98	7.15	33.83	
193.51	-38.64	33.78	
103.95	46.89	33.76	
42.87	-42.40	33.74	
7.25	-5.69	33.72	
216.06	-2.25	33.67	
92.73	46.12	33.66	
67.30	37.91	33.65	
177.72	-60.19	33.65	
13.76	48.01	33.61	
220.93	38.61	33.61	
132.09	-3.34	33.57	
100.48	9.45	33.57	
212.75	18.22	33.56	
237.31	-82.20	33.54	
86.60	-61.50	33.54	
4.06	-26.50	33.51	
208.85	-6.15	33.48	
259.49	-39.16	33.46	
291.94	-22.42	33.45	Ndu
288.65	-64.84	33.39	
33.67	-25.95	33.35	
114.13	58.37	33.34	
165.57	28.19	33.33	
356.75	-64.08	33.17	
34.26	-28.63	33.16	
334.75	-66.64	33.13	
320.30	33.25	33.09	
266.85	24.10	33.03	
203.03	15.73	33.01	
40.04	25.93	33.00	
4.49	-23.33	32.99	
194.74	59.74	32.88	
222.62	34.50	32.83	
82.65	9.37	32.78	
92.38	27.88	32.76	
79.52	-39.43	32.63	
235.81	-56.80	32.57	
86.96	-65.18	32.53	
99.84	27.49	32.53	
22.46	10.92	32.48	
72.90	17.02	32.48	
70.26	14.54	32.47	
162.97	-60.80	32.47	
334.68	-17.92	32.46	
140.83	51.01	32.46	
37.73	41.26	32.31	
39.37	27.55	32.18	
88.06	-37.68	32.15	
231.31	42.46	32.05	
334.84	-11.89	31.97	
37.25	-55.87	31.89	
282.33	31.93	31.76	Maheo
58.62	-29.52	31.69	
135.02	-35.24	31.67	
124.91	36.90	31.66	
71.74	-75.12	31.65	
233.51	-34.83	31.63	
151.42	-25.23	31.50	
74.87	-16.33	31.47	
313.19	66.49	31.47	Burkhan
97.81	-32.27	31.46	
245.54	-11.66	31.39	
331.66	-7.98	31.34	
44.39	13.31	31.32	
66.90	76.99	31.23	
208.37	-38.90	31.21	
38.14	-43.57	31.18	
301.98	-70.66	31.16	
131.79	-67.04	31.13	
186.92	14.28	31.07	
19.43	-30.50	31.06	
76.10	40.62	31.02	
4.43	-72.31	31.01	
145.44	-52.91	31.00	
160.42	-51.37	30.99	
116.59	65.84	30.99	
268.60	12.04	30.96	
246.08	26.87	30.89	
29.28	23.73	30.87	
206.93	-14.14	30.85	
65.42	27.38	30.83	
81.09	-21.66	30.82	
142.37	-41.10	30.80	
188.42	-24.21	30.79	
332.33	-50.14	30.77	
351.25	36.34	30.74	
192.94	61.14	30.72	
160.35	-1.00	30.64	
345.48	49.88	30.61	
42.68	27.52	30.61	
106.81	1.00	30.58	
157.63	-20.44	30.56	
191.90	21.21	30.56	
207.70	-10.20	30.47	
236.38	22.34	30.44	
243.02	77.48	30.40	
80.42	16.62	30.37	
287.34	-32.07	30.36	
115.52	14.80	30.33	
147.30	55.15	30.30	
31.43	-17.23	30.26	
198.53	-22.39	30.26	
99.92	-12.89	30.22	
80.99	-29.76	30.18	
252.11	27.91	30.18	
122.01	-48.08	30.14	
171.63	42.77	30.13	
193.27	-63.08	30.12	
295.73	-59.55	30.11	
79.58	7.01	30.10	
321.10	-30.50	30.07	
72.34	-18.41	30.05	
353.49	52.45	30.05	
237.02	-11.63	30.03	
171.56	-45.41	30.03	
130.11	-64.50	30.01	
10.82	16.13	30.00	
218.88	-38.72	30.00	
282.20	5.12	29.99	
121.17	21.80	29.96	
334.16	56.05	29.92	
343.98	-38.68	29.90	
124.62	2.99	29.81	
210.97	31.31	29.80	
17.05	-22.29	29.78	
135.31	17.84	29.76	
92.11	-84.07	29.73	
37.86	-8.56	29.72	
267.50	-29.03	29.71	
10.59	-36.63	29.71	
250.86	16.43	29.70	Atabei
115.14	-63.63	29.63	
116.56	-45.25	29.61	
79.49	-42.28	29.58	
207.77	28.36	29.58	
154.26	-73.94	29.53	
160.89	63.77	29.53	
212.85	-31.29	29.52	
111.05	21.47	29.51	
237.27	-49.38	29.49	
14.98	22.56	29.38	
34.12	4.22	29.38	
188.12	-58.58	29.38	
3.92	-31.00	29.36	
83.20	-57.18	29.35	
355.86	69.38	29.35	
76.99	-73.57	29.34	
332.92	-13.39	29.30	
65.52	-9.93	29.30	
297.53	0.03	29.29	
105.54	-19.22	29.23	
15.32	-67.44	29.18	
138.04	-37.16	29.16	
19.33	-66.37	29.13	
299.08	22.35	29.10	
119.44	9.81	29.02	
108.48	-69.31	28.98	
46.72	-3.08	28.98	
17.30	-31.47	28.98	
341.57	20.30	28.98	
292.25	-47.13	28.93	
7.27	-19.32	28.92	
3.96	-59.30	28.91	
133.55	-62.26	28.89	
222.38	49.61	28.89	
135.85	80.80	28.85	
53.70	-4.98	28.84	
160.85	-64.74	28.83	
138.52	32.62	28.82	
190.07	-10.38	28.74	
189.40	-17.58	28.70	
13.16	39.12	28.69	
60.94	-25.97	28.68	
158.28	33.15	28.67	
86.89	-41.94	28.66	
272.72	11.48	28.66	
247.16	-25.28	28.65	
155.24	3.25	28.61	
246.89	-73.82	28.59	
8.01	-15.66	28.53	
132.28	17.74	28.53	
174.87	-75.90	28.52	
190.03	-7.48	28.51	
237.70	-23.41	28.49	
24.93	-5.10	28.46	
352.10	-9.12	28.44	
36.58	-11.50	28.44	
94.04	65.07	28.42	
220.01	41.66	28.41	
120.81	4.70	28.41	
105.18	-46.91	28.39	
102.05	61.73	28.36	
134.29	16.12	28.33	
25.74	25.44	28.29	
134.09	21.56	28.29	Imra
26.08	30.09	28.26	
149.02	58.63	28.19	
284.84	16.48	28.19	
268.40	-58.53	28.19	
29.01	-8.86	28.18	
134.29	-29.59	28.11	
321.89	65.39	28.07	
126.58	52.60	28.07	
186.14	-29.22	28.04	
251.08	38.31	28.02	
142.56	-34.99	28.00	
73.78	19.34	27.99	
219.98	-26.69	27.99	
147.82	80.71	27.95	
156.97	0.23	27.90	
245.31	14.00	27.89	
352.26	20.91	27.83	
225.67	-63.53	27.81	
3.09	-69.93	27.79	
10.99	-14.92	27.75	
168.66	-18.07	27.72	
76.20	-56.40	27.72	
170.35	-25.36	27.69	
45.96	37.54	27.64	
113.49	-41.72	27.64	
175.64	15.30	27.64	
204.89	-21.06	27.63	
178.68	17.16	27.63	
333.52	1.24	27.63	
57.32	-46.04	27.60	
2.20	14.65	27.60	
63.01	-13.03	27.58	
81.83	5.34	27.56	
71.05	-57.46	27.55	
166.99	-26.36	27.53	
66.36	-39.82	27.49	
147.08	-46.13	27.46	
216.36	-22.58	27.42	
108.07	-34.01	27.40	
102.33	9.58	27.38	
118.70	-33.16	27.38	
312.26	17.09	27.36	
203.84	-55.66	27.33	
176.36	2.11	27.31	
255.06	30.47	27.31	
200.09	7.62	27.29	
21.19	-63.22	27.29	
24.00	-20.51	27.28	
170.77	36.51	27.25	
89.75	7.44	27.23	
116.25	29.86	27.21	
110.36	-60.27	27.17	
100.57	43.08	27.16	
336.20	-4.82	27.15	
68.65	-24.63	27.14	
136.05	-20.98	27.11	
46.58	23.29	27.08	
165.90	28.38	27.07	
98.88	-27.78	27.05	
192.75	56.52	27.04	
156.55	-51.86	27.04	
194.60	57.41	27.02	
41.40	-6.16	27.01	
145.04	-39.08	27.00	
314.78	5.56	26.99	
102.70	-23.84	26.98	
285.35	-62.47	26.98	
123.64	2.80	26.96	
58.75	25.96	26.95	
107.28	34.45	26.95	
208.26	-21.53	26.91	
2.95	1.10	26.89	
313.89	-21.25	26.89	
146.15	-49.39	26.86	
60.51	-7.65	26.85	
222.30	10.00	26.84	
224.09	45.96	26.83	
326.16	-78.73	26.82	
34.28	31.99	26.81	
145.90	-73.27	26.79	
128.08	-54.10	26.79	
182.32	76.38	26.79	
355.11	-60.39	26.78	
233.82	-24.51	26.76	
78.14	-27.87	26.75	
62.25	13.25	26.74	
209.35	35.79	26.73	
95.70	24.49	26.70	
162.31	-58.54	26.68	
315.18	78.83	26.64	
23.02	36.12	26.63	
159.11	-23.30	26.62	
187.28	19.25	26.60	
155.51	-50.07	26.60	
244.02	-59.96	26.58	
27.34	-2.88	26.58	
183.99	-16.83	26.57	
99.94	-69.34	26.54	
351.30	-35.69	26.53	
336.93	-62.16	26.49	
297.52	55.54	26.47	
94.18	-24.85	26.45	
34.04	-53.86	26.44	
272.09	-41.92	26.40	
340.38	9.64	26.38	
51.06	15.24	26.34	
194.96	17.45	26.31	
175.59	30.92	26.30	
225.17	31.98	26.27	
320.29	-66.07	26.24	
311.13	-9.09	26.22	
70.34	-2.70	26.21	
83.78	-28.42	26.21	
145.19	-17.41	26.21	
165.13	-47.06	26.20	
319.11	17.56	26.19	
129.57	38.23	26.16	
180.67	-47.11	26.13	
223.78	14.53	26.12	
8.62	-74.13	26.12	
48.64	-47.07	26.10	
358.93	-70.44	26.09	
44.17	58.05	26.09	
220.12	53.14	26.07	
152.85	-27.62	26.07	
81.03	-50.38	26.06	
231.21	-34.60	26.05	
32.42	63.62	25.99	
268.53	26.12	25.98	
133.93	53.21	25.95	
338.47	-5.14	25.94	
230.32	20.61	25.93	
99.96	0.62	25.92	
2.76	8.82	25.91	
101.82	21.75	25.91	
210.28	-4.60	25.90	
77.93	-43.52	25.90	
77.29	54.15	25.89	
76.65	26.17	25.88	
101.87	-74.88	25.87	
123.68	26.95	25.86	
9.17	-66.56	25.85	
161.03	40.36	25.85	
11.10	34.70	25.84	
129.16	18.70	25.74	
186.28	-3.14	25.74	
119.25	20.24	25.74	
190.31	-46.67	25.73	
215.23	-8.53	25.71	
241.79	55.54	25.70	
144.05	-56.57	25.68	
1.68	21.49	25.66	
106.21	-26.26	25.66	
100.05	32.78	25.65	
101.43	17.43	25.65	
160.43	-61.06	25.63	
315.52	-61.13	25.62	
10.92	65.50	25.61	
156.93	-66.89	25.59	
132.87	-39.23	25.58	
117.05	-20.25	25.57	
146.29	34.45	25.55	
44.72	9.48	25.52	
12.31	-7.38	25.52	
3.16	20.29	25.51	
57.06	25.72	25.49	
79.99	-58.41	25.47	
216.58	-1.47	25.46	
130.59	42.35	25.44	
341.21	25.33	25.42	
60.71	-44.45	25.42	
246.03	-18.28	25.42	
36.32	5.05	25.41	
96.43	-9.82	25.41	
171.38	-65.55	25.40	
259.00	12.83	25.36	
263.20	-45.17	25.35	
114.11	31.79	25.35	
220.63	24.93	25.34	
24.62	-44.64	25.34	
262.43	23.47	25.33	
63.14	-40.32	25.33	
153.58	3.85	25.32	
116.47	31.04	25.31	
324.06	-7.59	25.31	
40.70	-84.19	25.26	
260.16	-60.92	25.25	
70.72	-65.29	25.24	
113.37	-20.29	25.21	
136.25	-4.35	25.19	
307.89	-72.85	25.19	
245.14	-25.51	25.13	
80.76	-40.53	25.11	
227.57	-32.95	25.10	
159.26	-16.67	25.08	
344.23	21.73	25.05	
82.44	-5.68	25.04	
116.78	17.95	25.03	
283.18	29.61	25.02	
135.05	-36.45	24.98	
106.56	-44.42	24.98	
63.10	-50.79	24.97	
34.02	0.73	24.97	
186.19	10.21	24.96	
34.17	24.60	24.96	
60.24	-1.13	24.95	
76.38	-30.21	24.93	
99.30	50.73	24.90	
116.21	-12.61	24.88	
353.87	38.85	24.87	
200.81	18.82	24.86	
308.83	-10.02	24.86	
220.43	-27.57	24.84	
155.53	-27.61	24.83	
291.56	48.43	24.81	
330.14	-29.33	24.80	
64.76	28.97	24.79	
76.60	20.11	24.76	
193.39	-3.78	24.75	
104.69	-17.29	24.73	
86.36	3.29	24.72	
166.98	-62.40	24.71	
352.69	36.55	24.71	
337.35	27.38	24.69	
318.86	1.04	24.68	
186.32	17.80	24.67	
251.60	22.40	24.67	
116.42	-73.13	24.66	
109.14	-34.01	24.65	
42.76	-7.99	24.65	
233.84	-47.20	24.62	
326.25	23.27	24.61	
27.54	62.83	24.59	
116.86	51.57	24.59	
198.61	-18.22	24.58	
33.05	-5.99	24.56	
199.87	34.53	24.56	
153.16	51.71	24.54	
212.54	-0.83	24.48	
12.84	-61.01	24.47	
194.09	-28.29	24.47	
251.86	-13.09	24.47	
338.06	0.01	24.47	
84.16	-44.37	24.46	
178.48	59.55	24.45	
282.93	-32.74	24.45	
184.47	-42.99	24.44	
122.99	36.45	24.42	
26.86	32.23	24.42	
84.05	17.56	24.40	
118.19	48.52	24.38	
27.14	-24.44	24.35	
346.15	-63.57	24.34	
253.74	56.56	24.27	
186.09	-41.76	24.26	
261.37	-64.40	24.25	
106.93	-12.78	24.25	
160.76	-19.00	24.25	
202.05	40.97	24.24	
129.37	-0.05	24.21	
120.79	-63.63	24.21	
77.32	-49.31	24.21	
49.13	-74.32	24.18	
316.82	-27.93	24.16	
46.66	18.47	24.15	
41.13	-48.89	24.14	
236.84	31.65	24.14	
228.76	43.84	24.13	
75.11	59.17	24.13	
271.67	-67.76	24.13	
246.58	-0.97	24.11	
110.01	-39.92	24.09	
153.80	41.42	24.09	
208.76	29.28	24.08	
220.78	-82.17	24.07	
199.10	-35.42	24.05	
55.77	-1.97	24.05	
146.10	-32.71	24.03	
42.55	-46.63	24.03	
163.02	-25.93	24.03	
284.91	-31.94	23.99	
80.70	0.96	23.99	
13.64	66.88	23.98	
325.18	-24.83	23.97	
42.19	-12.66	23.96	
117.44	-10.39	23.94	
21.96	85.16	23.93	
285.57	-1.90	23.92	
213.80	-21.90	23.92	
142.86	-12.51	23.92	
322.89	8.37	23.91	
195.28	3.86	23.91	
169.29	-22.30	23.90	
179.91	34.81	23.89	
212.41	13.33	23.88	
62.86	-0.97	23.87	
159.99	-73.13	23.87	
286.83	20.51	23.86	
141.71	2.51	23.85	
313.59	27.34	23.84	
74.84	-50.79	23.80	
316.54	71.16	23.79	
198.86	-29.55	23.79	
106.55	55.41	23.79	
40.98	32.50	23.78	
163.97	-43.98	23.77	
286.81	-55.79	23.76	
29.49	-78.83	23.75	
38.26	-54.14	23.75	
162.70	-0.11	23.73	
346.22	13.25	23.72	
0.63	13.64	23.72	
184.93	69.48	23.71	
240.91	35.13	23.70	
51.21	16.46	23.69	
16.21	70.02	23.67	
80.89	-7.01	23.67	
163.36	16.92	23.66	
120.67	35.94	23.66	
204.25	19.23	23.65	
