Afua,15.5,124,10,p,M,6051.246,"20,112",15N129,
Devorguilla,15.336,3.987,22.9,p,P,6052.155,"14,116",15N009,"56,"
Hiriata,15.272,23.473,5,p,S,6051.564,"12,112,115",15N026,"56,"
Batten,15.2,217.4,65,vp2,D,,34,15N215,
,15.11,116.769,4.5,p,I,6051.621,"20,97,61",15N112,
Amenardes,15.014,54.316,27.9,p,P,6051.531,"16,89,92,114",15N060,"58,"
Huarei,15,32.3,8.5,p,M,6051.414,115,15N026,"57,"
Anush,14.9,86.5,12.7,f1,P,6051.887,"19,112,89,115",15N095,"59,"
Bashkirtseff,14.678,194.043,36.2,vm1,P,6053.483,33,15N197,"64,"
Konopnicka,14.5,166.6,20.1,p,P,6051.71,"31,99",15N163,
Cunitz,14.479,350.924,48.6,p,D,6051.207,"2,88",15N352,70
Riley,14.054,72.475,20.2,p,P,6051.813,"19,78,113",15N077,
Xi Wang,14,208,8.7,p,I,6052.209,34,15N215,"64,"
,13.97,191.64,1.5,p,M,6053.399,33,15N197,"63,"
Kaisa,13.496,293.286,12,p,P,6051.683,47,15N300,68
Sidney,13.385,199.617,20.2,p,P,6053.637,33,15N197,"64,"
,13.314,123.454,1.9,p,S,6050.97,,,
,13.3,112.8,4.2,p,I,6051.281,"97,61",15N112,
Ualinka,13.248,168.578,8.1,p,Sc,6052.024,"31,99",15N163,"63,"
Wang Zhenyi,13.24,217.778,23.4,f1,P,6052.353,34,15N215,"65,"
Agoe,13.118,4.25,6.3,p,I,6051.621,"14,116",15N009,"56,"
Beecher,13.04,253.439,40.4,p,P,6050.871,41,15N249,"66,"
Adzoba,12.8,117,10,p,M,6051.396,"20,97,61",15N112,
Margarita,12.7,9.2,13,p,P,6050.968,"14,116",15N009,"56,"
Mead,12.485,57.215,270,vs1,B,6051.582,"16,89,92,114",15N060,"58,"
Helvi,12.458,82.663,12.2,p,I/S,6052.022,"78,19,113",15N077,"59,"
Neeltje,12.403,124.455,10,p,?,6051.236,"20,112",15N129,
de Ayala,12.35,31.92,19,p,P,6051.667,58,F10N031,"57,"
Phyllis,12.275,132.381,11.4,p,P,6051.816,"20,112",15N129,
 ,11.962,132.326,3.9,p,I,6051.573,"20,112",15N129,
Yemysh,11.9,214.7,6,p,"M,P",6051.813,34,15N215,"64,?"
Oksana,11.9,352,7.7,p,I,6051.258,"2,88",15N352,
Festa,11.478,27.245,35.3,f1,P,6051.621,"12,112,115",15N026,"72,"
Rhoda,11.4,347.7,12.2,p,P,6050.84,"2,88",15N352,
Merit Ptah,11.4,115.6,16.5,p,I,6051.086,61,15N112,
Amaya,11.318,89.383,34.5,p,P,6052.632,"19,112,89,115",15N095,"74,"
Blackburne,11.009,183.895,30.5,p,P,6053.587,"30,99",15N180,
Pamela,11,238.5,14.2,f1,S,6051.989,37,15N232,"80,"
Olena,10.9,149,7,p,I,6051.437,"22,116",15N146,
Udagan,10.7,206.9,11.5,p,I,6052.098,34,15N215,"79,"
Lydia,10.7,340.7,15.2,p,I,6050.403,"2,57,89,100",15N335,
Barauka,10.6,346.3,12.9,p,I,6050.64,2,15N352,
Gudrun,10.587,326.415,13.3,p,P,6051.21,"57,89,100",15N335,
Iondra,10.5,286.5,7.9,p,"I,P",6051.696,43,15N283,"82,"
Rowena,10.4,171.4,19.5,p,P,6051.525,"31,99",15N163,"78,"
 ,10.372,136.541,4.1,p,I,6051.522,"20,112",15N129,
Rosa  Bonheur,9.733,288.784,104,f2,D,6051.813,43,15N283,83
Gwynn,9.712,37.205,32,p,P,6051.933,"57,113",15N043,"72,"
Tinyl,9.691,132.101,12.8,f1,P,6051.346,"20,112",15N129,
Suliko,9.64,214.62,14.9,f3,P,6051.435,34,15N215,"79,"
Zamudio,9.601,189.31,19,vh1,"S,F",6053.442,33,15N197,"78,"
Akuba,9.6,23,5.5,p,S,6051.706,"12,112,115",15N026,"71,"
Manton,9.313,26.873,20.5,p,P,6051.697,"12,112,115",15N026,"72,"
Romola,9.31,54.25,17.5,vh,P,,,,
Marianne,9.3,358,9,p,M,6051.04,"2,88",15N352,
Adivar,8.905,76.201,30.3,p,P,6051.824,"19,78,113",15N077,"74,"
Aita,8.9,270.7,14,p,P,6051.125,41,15N266,"82,"
Kelea,8.888,25.585,24.5,p,"I,P",6051.6,"12,112,115",15N026,"72,"
,8.57,280.367,3.3,p,S,6051.153,43,15N283,"82,"
Rhys,8.57,298.792,44,p,P,6051.757,47,15N300,
,8.54,132.37,4,p,I,6051.754,"20,112",15N129,
,8.3,267.7,3.5,p,S,6051.178,41,15N266,
Higgins,8.076,241.319,40,f3,M,6051.363,41,15N249,"81,"
,8.05,148,3.5,p,M,6051.726,22,15N146,
Akeley,8.022,244.547,23.4,p,P,6051.129,41,15N249,"81,"
 ,7.961,74.182,4.3,p,Ic,6051.893,"19,78,113",15N077,"74,"
Kuro,7.846,57.608,8.8,p,M,6051.654,"16,89,92,114",15N060,"73,"
Yolanda,7.8,152.7,11.4,p,P,6051.721,"22,116",15N146,
Nadine,7.8,359.1,18.6,p,P,6051.119,"2,88",15N352,
Ortensia,7.6,155.7,7,p,I,6051.818,31,15N163,
Yvette,7.453,249.589,10.6,p,P,6051.006,41,15N249,"81,"
Zula,7.272,282.049,5,p,M,6051.248,"43,88",00N283,"82,"
Potter,7.173,309.121,46.9,vm1,P,6051.812,48;99,00N317;15N317,83
Gregory,7.134,95.842,18,f1?,I,6052.684,"19,112,89,116",00N095,"74,"
Caroline,6.9,306.3,18,p,P,6051.56,"47,88",00N300,83
Nsele,6.7,64.2,5.1,p,M,6053.679,"14,57,60,113",00N060,"73,"
,6.678,298.279,1.5,p,I,6052.424,,,
Icheko,6.6,97.9,5.9,f1,P,6053.738,"19,112,89,116",00N095,
Aminata,6.6,25.2,9.7,p,S,6051.551,"12,112,114",00N026,"72,"
Chapelle,6.427,103.793,22,p,P,6051.968,"19,96,88,85",00N112,
,6.41,272.2,4.5,p,I,6051.516,41,00N266,"82,"
 ,6.35,83.35,4.6,p,I,6052.039,"16,79,114",00N077,"74,"
Clio,6.3,333.5,11.4,p,Sc,6051.022,"2,100",00N335,
Hwangcini,6.297,141.753,30.2,p,P,6052.095,"22,61,114",00N146,
Abra,6.233,97.388,7.2,f2,Sc,,15,"05N099,301",
Quslu,6.231,166.789,8.7,p,P,6051.295,"31,89,116",00N163,
,6.224,282.634,4.5,p,M,6051.388,"43,88",00N283,"82,"
Susanna,6.022,93.31,13.3,p,I,6053.505,"19,112,89,116",00N095,"74,"
Naomi,6.018,70.261,17.5,f1,S,6053.377,"16,79,114",00N077,"73,"
Ngone,6,331.9,12.2,p,P,6051.183,"2,100",00N335,
Khafiza,5.973,299.173,7,p,M,6052.614,"47,88",00N300,83
Nemcova,5.898,125.146,22.9,p,P,6052.486,"19,112",00N129,
,5.76,84.3,4.9,p,M,6052.193,"16,79,114",00N077,"74,"
Olesya,5.632,273.26,12,p,P,6051.658,41,00N266,"82,"
Joshee,5.48,288.716,37,vh3,"S,F",6052.487,43,00N283,83
Surija,5.3,178.2,15.3,p,P,6051.372,"30,88,117",00N180,"78,"
Carter,5.3,67.3,17.5,p,I,6054.13,"14,57,60,113",00N060,"73,"
Hepworth,5.133,94.654,62.6,p,D,6054.752,"19,112,89,116",00N095,"74,"
Dyasya,5.082,297.658,7.8,p,S,6052.324,"47,88",00N300,83
,4.969,166.64,3.5,p,M,6051.453,"31,89,116",00N163,
Faiga,4.9,170.9,9.6,p,I,6051.604,"31,89,116",00N163,"78,"
Maranda,4.882,169.744,16.8,p,P,6051.426,"31,89,116",00N163,"78,"
,4.867,321.962,2,p,M,,100,00N317,
Farida,4.8,38.9,18,p,P,6051.942,57,00N043,"72,"
Hellman,4.747,356.265,34.7,p,P,6051.087,2,00N352,
Melba,4.707,193.457,21.8,vs,P,6052.792,"33,88",00N197,"79,"
,4.603,241.401,4.4,p,I,6051.278,40,00N249,"81,"
,4.345,274.592,4.5,p,S,6051.447,"41;43,88",00N266;00N283,"82,"
Afiruwa,4.3,3.8,5.2,p,M,6052.04,"14,114",00N009,"71,"
Boivin,4.281,299.506,20.4,p,"I,P",6052.205,"47,88",00N300,83
Ketzia,3.979,300.498,14.6,vs,P,6052.067,"47,88",00N300,83
Asmik,3.94,166.434,19.5,p,P,6051.664,"31,89,116",00N163,
Orczy,3.696,52.31,26.9,p,P,6051.654,"57,60,113",00N060,"73,"
Castro,3.359,233.93,22.9,f1,P,6051.155,34,00N232,"80,"
Winema,3.05,168.59,21.7,p,I,6051.805,"31,89,116",00N163,"78,"
Shakira,3.048,213.636,17.6,p,I,6051.809,"33,88",00N215,"79,"
,2.92,5.04,7.9,p,M,,,,
Pat,2.913,262.634,10.1,p,M,6051.651,41,00N266,"81,"
Tsiala,2.9,100,16.5,p,P,6055.226,"19,112,89,116",00N095,
Varya,2.762,211.808,14.3,p,I,6050.43,"33,88",00N215,"79,"
,2.647,50.425,4.6,p,M,6051.583,57,00N043,"73,"
Richards,2.509,196.07,25,vh,P,6054.792,"33,88",00N197,"79,"
Callas,2.44,27.026,33.8,p,P,6050.915,"12,112,114",00N026,"72,"
Ogulbek,2.395,145.099,6.5,p,M,6052.109,"22,61,114",00N146,
Uvaysi,2.344,198.254,38.9,p,P,6055.791,"33,88",00N197,"79,"
,2.336,262.76,2.8,p,I,6051.576,41,00N266,"81,"
Doris,2.3,90,14.5,f2,S,6055.265,"19,112,89,116",00N095,"74,"
Yakyt,2.1,170.2,13.8,f1,P,6052.061,"31,89,116",00N163,"78,"
Fossey,2.016,188.722,30.4,p,P,6052.622,"30,88,117;33,88",00N180;00N197,"78,"
,2,256.2,4.3,vm,M,6051.115,40,00N249,
de Beauvoir,1.953,96.137,52.5,p,D,6055.426,"19,112,89,116",00N095,
Lyuba,1.646,283.881,12.4,p,S,6052.018,"43,88",00N283,"82,"
Piscopia,1.502,190.909,26.2,vs1?,P,6053.048,"33,88",00N197,"78,"
Kala,1.486,314.435,17.4,vs1?,P,6051.775,"48,88,100",00N317,
Altana,1.443,69.866,6,p,S,6053.56,"16,79,114",00N077,"73,"
Comnena,1.2,343.7,19.5,p,P,6051.1,2,00N352,
Mirabeau,1.141,284.311,23.8,p,P,6052.092,"43,88",00N283,"82,"
Estelle,1.1,93.7,18.8,p,P,6055.763,"19,112,89,116",00N095,"74,"
Leyster,0.96,260.043,45.8,p,D,6051.024,41,00N266,"81,"
Kodu,0.9,338.7,10.5,p,I,6050.676,"2,100",00N335,
Piaf,0.785,5.302,39.1,f1,P,6051.121,"14,114",00N009,"71,"
Toklas,0.719,273.091,17.5,p,"S,F",6051.597,41,00N266,"82,"
Budevska,0.544,143.167,18,p,P,6052.264,"22,61,114",00N146,
Corpman,0.325,151.84,46,f1,D,6052.329,"61,114",00N146,
Jutta,0.007,142.662,7,p,M,6052.445,"22,61,114",00N146,
Parishan,-0.2,146.5,6.8,p,I,6052.226,"22,61,114",00N146,
Fava,-0.772,87.379,9.7,p,I,6055.202,"19,112,88,85",00N095,"89,"
Paige,-1.2,24.6,6.8,p,S?,6051.158,"12,112,114",00N026,"87,"
Patimat,-1.261,156.545,5.1,p,M,6051.87,"31,89,116",00N163,
Sullivan,-1.39,110.873,32,p,P,6052.738,"19,96,88,85",00N112,"90,"
Khelifa,-1.524,129.853,10.8,f1,S,6054.539,"19,112",00N129,
Joliot-Curie,-1.582,62.402,91.1,p,D,6051.76,"14,113",00N060,"88,"
Taira,-1.6,296.8,19.6,p,P,6052.697,"47,88",00N300,
Mahina,-2,182.2,15.4,p,P,6051.689,"30,88,117",00N180,"93,"
Janina,-2.031,135.669,9.3,p,I,6053.297,"19,112",00N129,
,-2.08,10.258,1.8,p,M,,14,00N009,
Zeinab,-2.24,159.685,12.5,p,P,6051.352,"31,89,116",00N163,
Alma,-2.389,228.789,16.8,p,P,6052.252,34,00N232,"95,"
Chechek,-2.6,272.3,7.2,f1,I,6053.354,41,00N266,
,-2.92,344.61,3.7,p,I,,,,
Andreianova,-2.974,68.764,66.1,p,D,6052.877,"14,57,60,113;16,79,114",00N060;00N077,"88,"
,-3.1,169,3.7,p,I,6051.564,"31,89,116",00N163,"93,"
Zija,-3.476,265.019,16.8,p,"M,P",6051.623,41,00N266,"97,"
Makola,-3.787,106.664,16.6,f1,"S,F",6054.364,96,00N112,"90,"
Carreno,-3.853,16.077,57,p,P,6050.784,114,00N028;00N009,"86,"
Nin,-3.932,266.432,27.1,p,P,6052.542,41,00N266,"97,"
Alison,-3.957,165.638,14.4,p,P,6051.43,"31,89,116",00N163,
Markham,-4.133,155.596,71.8,p,D,6051.955,"31,89,116",00N163,
,-4.162,286.289,7.5,f2,P,,"43,70",00N283,
Lara,-4.256,2.917,3.4,p,I,6050.869,14,00N009,
Jennifer,-4.6,99.8,9.6,p,Sc,6055.467,"19,112,89,116",00N095,"90,"
Madeleine,-4.744,293.217,16,p,P,6051.899,"47,88",00N300,
Kelly,-4.8,359.2,11.2,p,M,6051.234,2,00N352,
Wen Shu,-4.982,303.676,31.5,p,P,6051.869,88,00N300,
de Beausoleil,-4.985,102.85,28.2,p,P,6054.96,"19,112,89,116",00N095,"90,"
Salika,-4.992,97.701,12.5,p,Sc,6055.966,"19,112,89,116",00N095,"90,"
Lineta,-5,354.1,15.6,p,I,6051.513,2,00N352,
von Schuurman,-5.021,191.003,29.1,p,P,6053.59,"33,88",00N197,"93,"
Virve,-5.063,346.89,18,p,P,6051.139,2,00N352,
Evika,-5.1,31.4,20.3,p,P,6052.245,"12,112,114",00N026,
Noriko,-5.3,358.3,7.5,p,P,6051.366,2,00N352,
Quimby,-5.675,76.707,23.2,vmp?,P,6054.441,79,00N077,"89,"
Yoko,-5.7,232,5,p,I,6051.991,34,00N232,"95,"
Buck,-5.742,349.602,21.8,p,P,6051.063,2,00N352,
Sabira,-5.752,239.861,15.7,p,"S,F",6051.104,34,00N232,"95,"
,-5.956,46.605,3,p,I,6052.781,57,00N043,"87,"
Vanessa,-5.971,1.892,10,p,I,6051.565,14,00N009,"86,"
Graham,-6,6,75,vs?,Ic,6051.017,14,00N009,"86,"
Whiting,-6.06,127.986,35.7,p,D,6054.262,"19,112",00N129,
Kyen,-6.186,64.74,5.2,f1,M,6052.69,123,F05S065,
Bonnin,-6.264,117.58,28.5,p,"I,F",6054.912,88,00N112,"90,"
Valerie,-6.378,30.949,13.6,p,P,6051.397,"12,112,114",00N026,"87,"
,-6.4,274.1,2.9,p,M,6052.269,41,00N266,"97,"
De Witt,-6.527,275.624,20.7,p,P,6052.509,"43,88",00N283,"97,"
Gilmore,-6.673,132.75,21.3,f2,P,6055.401,"19,112",00N129,
Heather,-6.8,334.1,11.5,p,M,6051.616,"2,100",00N335,
Vashti,-6.8,43.7,17,p,P,6052.225,57,00N043,"87,"
Chloe,-7.363,98.582,18.6,p,P,6056.115,"19,112,89,116;19,97,90,117",00N095;15S095,"90,"
Zulma,-7.68,102,11,f1,I,6055.182,"19,97,90,117",15S095,"90,"
Tiffany,-8.687,22.885,7,p,I,6051.132,"12,97,90,115",15S026,"86,"
Nedko,-8.77,317.62,8.5,p,P,6051.017,"48,89,100",15S317,
Rae,-8.897,58.376,5.5,p,P,6052.578,"16,57,60,113",15S060,"88,"
Isako,-8.981,277.959,13.5,f2,P,6052.921,41,15S283,"97,"
Urazbike,-9.007,202.48,7,p,Ic,6052.778,"33,90",15S197,"94,"
Taussig,-9.228,229.02,25.8,p,P,6052.026,"34,79",15S232,"95,"
,-9.3,157,12.3,p,I,6053.135,"30,90,117",15S163,
Boye,-9.641,292.259,28,p,P,6051.857,"47,89",15S300,
Storni,-9.752,245.578,21.7,p,M,6051.443,40,15S249,"96,"
Temou,-10.034,83.365,9.3,f1,Ic,6055.479,"19,78,114",15S077,"89,"
Elma,-10.1,91.1,10.2,f1,I,6054.61,"19,97,90,117",15S095,"89,"
,-10.2,327.6,3,p,M,6051.586,100,15S335,
Bascom,-10.398,302.151,34.6,vs1,D,6052.443,"47,89",15S300,
,-10.4,248.36,3.5,p,I,6052.086,40,15S249,"96,"
Helga,-10.413,116.705,8.8,p,I,6054.349,79,15S112,"90,"
von Suttner,-10.636,234.938,24,p,P,6051.762,34,15S232,"95,"
Safarmo,-10.8,161.4,7.4,p,M,6052.124,"30,90,117",15S163,
Xantippe,-10.862,11.751,40.4,p,P,6051.499,"14,115",15S009,"71,"
,-10.88,173.68,2.5,p,S,6054.538,,,
Leslie,-11.2,13.5,7.2,p,I,6051.699,"14,115",15S009,"101,"
Magdalena,-11.244,48.708,11.5,p,I,6051.73,57,15S043,"88,"
Cortese,-11.359,218.394,27.7,f1,P,6052.403,"33,89",15S215,"95,"
Amalasthuna,-11.5,342.4,15.4,p,P,6051.299,"2,100",15S335,
Martinez,-11.678,174.747,23.5,f2,P,6052.728,"30,90,99",15S180,"93,"
Warren,-11.723,176.528,50.9,f1,P,6052.991,"30,90,99",15S180,"93,"
Giselle,-11.804,298.027,10.4,p,M,6052.642,"47,89",15S300,
,-11.81,302.78,2.3,p,I,,,,
Rebecca,-12.1,5.4,9.5,p,P,6051.618,"14,115",15S009,"86,?"
Teura,-12.315,90.16,9.3,p,P,6054.462,"19,97,90,117",15S095,"89,104"
Izakay,-12.337,210.853,10.2,p,S,6052.056,"33,89",15S215,"109,"
Caiwenji,-12.362,287.61,22.6,p,P,6052.024,41,15S283,"112,"
Linda,-12.4,2.8,7.1,p,M,6051.55,"14,115",15S009,"101,"
Karen,-12.4,17.7,10.5,p,P,6051.211,12,15S026,"101,"
Ilga,-12.403,307.345,10.8,p,I,6052.382,"47,89",15S300,
Ingrid,-12.437,308.862,11.5,f2,M,6052.17,"47,89;48,89,100",15S300;15S317,
Recamier,-12.569,58.114,25.3,p,P,6053.156,"16,57,60,113",15S060,"103,"
Zurka,-12.8,275.2,5.5,f1,I,6053.012,41,15S283,"112,"
Workman,-12.888,299.906,17.4,p,P,6052.288,"47,89",15S300,
Bender,-12.962,327.35,39.8,p,I,6051.451,100,15S335,
Thomas,-13.016,272.539,25.2,p,P,6052.396,41,15S266,"112,"
,-13.06,19.49,1.5,p,M,,12,,
Frank,-13.138,12.914,22.7,p,P,6051.307,"14,115",15S009,"101,"
Yale,-13.4,271.2,18.5,p,P,6051.881,41,15S266,"112,"
Emma,-13.738,302.278,11.8,f1,S,6052.302,"47,89",15S300,
Grace,-13.8,268.9,19,p,I,6051.722,41,15S266,"112,"
Yonge,-13.99,115.072,42.8,p,P,6054.276,"20,79,115",15S112,"105,"
Dado,-13.998,87.651,11.2,p,I,6053.081,"19,97,90,117",15S095,"104,"
Tsyrma,-14.128,318.479,7.8,p,S,6051.113,"89,100",15S317,
Meredith,-14.518,278.887,11.4,p,Ic,6052.778,41,15S283,"112,"
Mowatt,-14.576,292.298,38.4,f1,P,6052.045,"47,89",15S300,
Maa-Ling,-14.7,359.5,6,p,Sc,6051.087,2,15S352,
,-14.742,184.032,4.7,p,I,6053.714,"30,90,99",15S180,
Adamson,-14.806,29.635,27.2,p,P,6051.546,"12,97,90,115",15S026,"102,"
Jumaisat,-15.055,135.62,7.5,p,"S,F",6055.23,"19,69,99",15S129,
Bathsheba,-15.057,49.451,32.3,p,P,6051.727,57,15S043,"103,"
Fouquet,-15.089,203.52,47.8,p,P,6052.041,"33,90",15S197,"109,"
Gillian,-15.176,50.086,14.7,p,P,6051.616,57,15S043,"103,"
Florence,-15.219,85.045,10.5,p,M,6052.717,"78,114",15S077,"104,"
Munter,-15.287,39.338,32.1,p,P,6051.273,57,15S043,"102,"
Winnemucca,-15.359,121.061,30.3,f1,I,6054.272,"19,69,99",15S129,
Laurencin,-15.36,46.542,29.8,f1,P,6051.611,57,15S043,"102,"
Ailar,-15.816,68.391,8.2,p,S,6051.353,"16,57,60,113",15S060,"103,"
Ndella,-15.931,60.699,5.9,p,P,6051.326,"16,57,60,113",15S060,"103,"
Yenlik,-16,225.4,8.6,f1,S,6052.163,"34,79",15S232,"110,"
Cynthia,-16.736,347.453,15.9,p,P,6051.466,2,15S352,
Jhirad,-16.848,105.583,50.2,p,D,6053.149,"96,79,115",15S112,"105,"
Langtry,-16.971,154.998,50.3,f3,D,6052.657,"22,61,117;30,90,117",15S146;15S163,
Andami,-17.482,26.533,28.9,p,P,6051.223,"12,97,90,115",15S026,"102,"
,-17.688,313.873,2.1,p,S,,,,
Fatima,-17.8,31.9,14.5,p,P,6051.226,"12,97,90,115",15S026,"102,"
Gabriela,-17.8,240.4,17.5,p,P,6052.336,34;40,15S232;15S249,"111,"
Lois,-17.9,214.7,13.5,f1,Ic,6052.309,89,15S215,"109,"
Avviyar,-18.042,353.666,20.6,p,I,6051.091,2,15S352,
Aethelflaed,-18.204,196.574,20,p,I,6052.183,"33,90",15S197,"109,"
,-18.298,300.905,4.2,p,M,6051.429,"47,89",15S300,
Elena,-18.338,73.384,17.6,p,P,6051.498,"19,78,114",15S077,"103,"
Zosia,-18.9,109.2,10.5,p,P,6053.003,"96,79",15S112,"105,"
Bassi,-18.96,64.737,31,p,P,6051.092,"16,113","15S060,","103,"
Tanya,-19.3,282.7,14,vm,"S,F",6052.832,,,
Darline,-19.329,232.649,13,f1,"M,P",6051.512,"34,79",15S232,
Medhavi,-19.35,40.564,30.4,p,P,6051.828,57,15S043,"102,"
Michelle,-19.559,40.509,15,e,P,6051.804,57,15S043,"102,"
Loretta,-19.749,202.597,13.5,p,P,6051.902,"33,90",15S197,"109,"
Halle,-19.791,145.532,21.5,p,P,6053.166,"22,61,117",15S146,
Felicia,-19.819,226.481,11.5,p,I,6051.917,"34,79",15S232,"110,"
Udaltsova,-20.285,275.348,26.7,p,P,6052.046,41,15S283,"112,"
Georgina,-20.4,58.8,5.9,p,S,6051.272,"16,57,60,113",15S060,"103,"
Peggy,-20.4,357.2,11.9,f1,S,6051.072,2,15S352,
Drena,-20.7,338.7,2.4,p,M,6051.478,"2,100",15S335,
Klafsky,-20.722,188.099,25.5,f2,P,6053.441,"30,90,99",15S180,
,-20.988,216.642,3.4,p,M,6051.648,"33,89",15S215,
Liv,-21.084,303.869,11.2,p,I,6051.526,"47,89",15S300,
Astrid,-21.4,335.2,10.5,p,Ic,6051.604,"2,100",15S335,
,-21.6,176.3,4.7,p,M,6052.679,"30,90,99",15S180,
Marie,-21.7,232.4,14.2,p,P,6052.038,"34,79",15S232,"110,"
Cline,-21.847,317.085,38,p,P,6051.603,89,15S317,
Jerusha,-22,342.7,17.2,p,P,6051.513,"2,100;2",15S335;15S352,
,-22.31,342.522,2.4,v2,S,6051.476,2,15S335,
,-22.467,269.964,4,f1,I,6052.261,"41;40,79",15S266;30S261,"112,"
Devorah,-22.5,343.4,4.8,p,M,6051.604,"2,100;2",15S335;15S352,
Badarzewska,-22.572,137.202,29.6,vmp2,P,6053.609,21,30S135,
Kingsley,-22.623,306.372,26.6,p,P,6051.791,"47,89;43,90;47,100",15S300;30S297;30S315,
Hansberry,-22.705,324.089,26.6,vs2,"M,P",6052.349,100,30S315,
Nyele,-22.721,318.401,11.9,p,I,6051.714,"47,90,100",30S315,
Ellen,-22.776,281.27,14.6,vhp,I,6052.045,90,30S279,"112,"
Eileen,-22.8,232.7,16.1,p,P,6052.353,"34,79",30S225,"110,"
,-22.985,150.896,2.5,p,I,6052.517,"22,91,116",30S153,"122,"
Bugoslavskaya,-23.006,300.416,29.9,p,P,6051.367,"43,90",30S297,
Fukiko,-23.115,105.756,13.9,p,I,6052.664,96,30S099,"105,"
Scarpellini,-23.249,34.599,27.1,f1,P,6051.686,"14,100",30S027,"102,"
Stanton,-23.262,199.264,107,p,D,6052.068,"33,91",30S207,"109,"
Galindo,-23.264,258.838,23.8,f2,P,6052.261,"40,79",30S261,
Leida,-23.268,266.595,18.8,p,I,6052.419,"40,79",30S261,"112,"
Maltby,-23.283,119.692,36.6,f3,P,6053.677,79,30S117,"105,"
Mariko,-23.296,132.9,11.5,p,I,,"13,21,68",30S135,
Umaima,-23.3,195.4,6.9,p,I,6052.13,"31,91",30S189,"109,"
Orguk,-23.5,198.2,11.7,p,Sc,6052.052,"33,91",30S207,"109,"
Pena,-23.62,190.647,29.6,f1,P,6052.456,"31,91",30S189,"123,"
Gulnara,-23.7,174,5,f1,M,6051.682,"31,91,99",30S171,"123,"
Carr,-24.05,295.664,31.8,vmp1,P,6051.875,"43,90",30S297,
Carson,-24.182,344.14,38.8,p,P,6051.591,2,30S351,230
Bette,-24.6,347.9,7.2,p,M,6051.554,2,30S351,230
Willard,-24.646,296.064,48.4,f1,P,6051.874,"43,90",30S297,
,-25.006,311.152,3.4,p,I,6051.605,"90,100",30S315,
Austen,-25.006,168.423,45.1,p,P,6053.387,"31,91,99",30S171,"123,"
Kimitonga,-25.05,48.25,5,p,I,6051.828,57,30S045,"118,"
,-25.262,239.88,3.4,p,M,6051.488,"40,90",30S243,"125,"
Pavlinka,-25.5,158.7,7.5,p,M,6053.146,"22,91,116",30S153,"122,"
Wu Hou,-25.511,317.418,27.5,p,P,6051.483,"90,100",30S315,
Ruit,-25.554,72.964,6.4,p,I,6051.139,"16,69,91,117;20,91,117",30S063;30S081,"119,"
Onissya,-25.6,150.2,8.2,p,M,6052.1,"22,91,116",30S153,"122,"
O'Connor,-25.963,143.89,30.4,p,P,6052.588,"21,79,117;22,91,116",30S135;30S153,
,-26.1,130.4,3,f3,S,6053.422,"21,79,117",30S135,
Yasuko,-26.1,169,10.6,p,P,6053.212,"31,91,99",30S171,"123,"
Anicia,-26.324,31.288,38.2,p,P,6051.765,100,30S027,"117,"
Danilova,-26.381,337.242,48.8,p,P,6052.044,"2,100",30S333,230
Aglaonice,-26.387,339.932,63.7,p,P,6051.877,"2,100",30S333,230
Zhu Shuzhen,-26.492,356.522,29.4,p,P,6051.58,2,30S351,230
Emilia,-26.5,88.2,12.5,p,I,6051.532,"91,117",30S081,"119,"
,-26.6,167.9,2.8,p,M,6052.786,"31,91,99",30S171,"122,"
Boulanger,-26.631,99.25,71.5,p,D,6052.808,"20,96,91,117",30S099,"120,"
Nelike,-26.78,329.16,6.3,p,I,6052.012,100,30S333,
Simonenko,-26.864,97.622,31.9,p,P,6052.236,"20,96,91,117",30S099,"120,"
Virga,-26.981,7.752,10.3,f1,I,6052.638,14,30S009,"116,"
Ivne,-27,132.83,9,f2,M,6052.183,"21,79,117",30S135,
Hanka,-27.273,114.317,5,p,I,6053.484,"21,96,79",30S117,"120,"
Yomile,-27.3,138.7,13.6,p,Ic,6053.139,"21,79,117",30S135,
,-27.38,330,2,p,M,,,,
,-27.7,184.2,4.2,p,I,6051.963,"31,91",30S189,"123,"
Nadia,-27.908,0.632,11.3,p,I,6052.798,2,30S351,"116,"
Janyl,-27.97,138.822,5.6,p,I,6053.105,"21,79,117",30S135,
Francesca,-28,57.7,17,p,P,6051.236,"69,91,117",30S063,"118,"
Inkeri,-28.33,223.997,10.1,p,I,6051.884,"34,79",30S225,"125,"
Kastusha,-28.56,59.959,13,p,P,6051.198,"16,69,91,117",30S063,"118,"
Saskia,-28.585,337.122,37.1,p,P,6051.848,"2,100",30S333,230
Sophia,-28.639,18.768,17.6,p,P,6051.773,"14;14,100",30S009;30S027,"116,"
Kitna,-28.91,277.276,15.3,p,P,6052.112,"41,90",30N279,"127,"
Peck,-28.912,294.252,30.4,vmp,P,6052.297,"43,90",30S297, 
Judith,-29.082,104.459,16.6,p,I,6052.635,"91,117",30S099,"120,"
Amanda,-29.184,94.469,12.5,vm,P,6052.254,"20,96,91,117",30S099,"119,"
Ayana,-29.2,175.5,13.8,p,P,6051.912,"31,91,99",30S171,"123,"
Oakley,-29.299,310.534,18.4,p,P,6052.117,"47,90,100",30S315,
Zenobia,-29.348,28.555,39.1,p,P,6051.734,"14,100",30S027,"117,"
Alimat,-29.5,205.9,13.5,e,"S,F",6051.756,"33,91",30S207,"124,"
